borrower_id,age,location,employment_type,borrower_type,credit_score,traditional_payment_history_pct,credit_inquiries,utility_on_time_pct,rent_avg_days_late,mobile_disconnects,avg_bank_balance,overdraft_events,job_tenure_months,monthly_income,income_fluctuation_pct,existing_debt,is_default
B_002853,21,Suburban,Salaried,Thin File,,,,74.42241446896963,8.274130315316476,1,549.41,1,45.0,5161.19,2.58,1055.62,0
B_002854,51,Rural,Salaried,Traditional,552.8055462596612,57.89664364321673,0.0,49.82684456278182,10.629931996925343,1,2736.51,2,14.0,6820.76,1.17,2447.45,1
B_002855,69,Suburban,Salaried,Thin File,,,,72.17661202408227,1.9741167792077443,0,12788.69,1,51.0,2755.12,3.37,4010.89,0
B_002856,65,Rural,Salaried,Thin File,,,,79.81139683393758,,0,580.83,0,10.0,6744.01,2.13,6519.61,1
B_002857,35,Suburban,Salaried,Traditional,724.1095320256167,88.15426996033665,1.0,77.38612978865235,,0,24062.86,1,5.0,10875.98,4.26,1624.86,0
B_002858,57,Urban,Unemployed,Traditional,653.7077849637866,73.63147050658363,3.0,63.99065086755181,,1,244.91,1,0.0,3234.43,34.32,147.27,0
B_002859,52,Urban,Gig Worker,Traditional,785.8384456334253,87.37229356267711,0.0,78.91683563871584,0.903232759467999,0,560.66,1,3.0,1281.87,13.99,312.7,0
B_002860,58,Suburban,Salaried,Traditional,649.248544722652,87.95842838368321,2.0,57.06535946494877,2.8772699313138657,1,193.45,0,45.0,7668.5,8.92,917.47,0
B_002861,46,Rural,Unemployed,Thin File,,,,35.55151135656251,,1,111.4,1,41.0,6572.76,2.44,580.44,1
B_002862,69,Rural,Self-Employed,Traditional,642.495573983135,76.60501254630822,4.0,58.3301943315948,4.578495622348503,0,661.19,1,20.0,4705.78,42.12,1126.39,0
B_002863,46,Urban,Salaried,Thin File,,,,74.02800589338496,0.8729262600465665,0,1186.41,0,21.0,3068.11,3.54,20681.65,1
B_002864,55,Urban,Salaried,Traditional,722.0879956395729,78.05074036258436,2.0,64.07337117027623,13.148947238772283,0,20371.52,1,36.0,5247.0,8.01,1963.82,0
B_002865,59,Urban,Gig Worker,Traditional,650.1184755707612,94.08177243562682,1.0,57.23764910341698,1.6585621869663165,1,554.88,1,43.0,5312.59,31.99,731.45,0
B_002866,38,Rural,Self-Employed,Traditional,715.2077210720303,79.25170387055755,3.0,85.96593448804634,3.1650575244200594,0,2453.47,2,23.0,3974.71,36.56,437.56,0
B_002867,59,Rural,Gig Worker,Thin File,,,,83.26285809353446,1.4750984414250101,0,2692.41,1,44.0,7374.97,13.75,760.82,1
B_002868,30,Suburban,Gig Worker,Thin File,,,,73.5429315228709,3.60307557481082,2,1103.97,1,0.0,3824.14,2.59,1002.46,1
B_002869,66,Urban,Salaried,Thin File,,,,84.64817224895526,2.0160545248073443,0,2630.84,0,80.0,1579.27,0.29,1459.35,0
B_002870,58,Suburban,Salaried,Traditional,612.268672825909,72.38273624060567,4.0,66.48476760349263,4.772812910550347,0,358.88,2,2.0,8455.03,0.03,524.75,1
B_002871,34,Urban,Salaried,Traditional,781.986684582721,76.53625038144332,4.0,81.49893249439117,10.857344786340466,0,7513.3,3,21.0,2039.72,0.42,260.82,0
B_002872,26,Urban,Salaried,Traditional,622.7896342832585,93.88846494401126,1.0,83.70518673755406,8.321677228097608,1,2815.52,3,4.0,7722.19,9.88,4263.22,0
B_002873,58,Suburban,Salaried,Traditional,652.1916174281788,83.56183436717525,5.0,77.64972541603092,,0,22.43,2,1.0,10049.71,9.48,4471.05,0
B_002874,18,Urban,Salaried,Thin File,,,,50.448295755449614,0.8639757609200371,0,326.12,1,77.0,2040.95,4.67,1389.15,0
B_002875,19,Urban,Salaried,Traditional,740.0001117017224,68.63273928530022,1.0,75.7255904415763,4.346745003982328,0,2567.37,3,59.0,1162.94,9.8,4198.7,0
B_002876,65,Rural,Salaried,Traditional,811.2965773329228,97.06454245640826,1.0,78.88958879578078,,0,1333.13,1,35.0,7691.33,4.7,435.91,0
B_002877,46,Suburban,Salaried,Traditional,718.6241491603342,94.42832408022764,3.0,71.21629941773966,4.561967068294265,2,4753.63,0,15.0,7296.77,2.97,1309.0,0
B_002878,50,Urban,Salaried,Traditional,631.9680488251154,65.58238609218844,1.0,72.28918596472926,3.1145801713760166,0,2646.83,1,27.0,4238.56,1.22,2498.8,1
B_002879,27,Suburban,Salaried,Thin File,,,,85.16006461919491,,0,2150.68,1,80.0,2191.39,7.47,5126.65,0
B_002880,67,Urban,Salaried,Traditional,726.5664595644215,77.3412763594485,5.0,66.82966017125874,0.8893994486034498,2,55322.54,1,9.0,2748.01,8.46,799.82,0
B_002881,57,Suburban,Self-Employed,Traditional,667.6243728958667,94.79594855730859,2.0,48.88415671235526,7.051644030762113,0,345.98,0,57.0,3951.43,49.97,18435.19,0
B_002882,38,Suburban,Gig Worker,Thin File,,,,84.1374896938096,,2,255.86,1,8.0,2747.02,11.55,2105.65,1
B_002883,45,Suburban,Salaried,Traditional,694.3425263560572,86.57552623894068,4.0,54.26958745890265,0.9001896278503891,1,3666.99,1,67.0,1200.37,9.07,305.48,0
B_002884,28,Suburban,Salaried,Traditional,661.055050016854,98.59683521119086,3.0,50.50022590365486,2.34266175363746,1,341.56,1,84.0,2903.41,0.12,3429.06,0
B_002885,51,Urban,Gig Worker,Traditional,569.9315518466266,76.28811490670677,1.0,94.09535877349396,1.2858431313004628,1,6951.92,0,28.0,10158.98,15.74,316.75,1
B_002886,25,Urban,Salaried,Traditional,810.1376841797265,66.38755948839182,1.0,70.39973452022724,29.49385683414232,2,15000.32,3,67.0,4259.81,7.66,360.99,0
B_002887,39,Urban,Gig Worker,Traditional,678.2532739060183,68.76004732143774,1.0,75.71748677386532,,1,8841.93,0,47.0,5983.11,17.4,1002.06,0
B_002888,25,Urban,Salaried,Traditional,694.6797210162115,81.17644688646917,2.0,87.78601479836475,0.9649193778038523,0,6844.65,1,146.0,12491.72,4.99,1282.63,0
B_002889,66,Suburban,Gig Worker,Thin File,,,,69.16549874782619,,0,538.7,0,7.0,21387.39,15.12,948.43,0
B_002890,32,Urban,Gig Worker,Thin File,,,,64.70510812990182,,0,1269.32,0,22.0,2253.49,13.32,676.43,0
B_002891,34,Urban,Self-Employed,Traditional,732.4388259771283,72.7409073600049,0.0,54.67843465764207,4.962221117003536,0,458.58,2,10.0,3865.02,21.44,688.3,0
B_002892,40,Urban,Salaried,Traditional,616.6161053144014,58.798422701220524,0.0,73.35343353605533,2.643293330433803,0,2577.65,0,37.0,1508.52,2.55,255.84,0
B_002893,41,Rural,Gig Worker,Thin File,,,,87.33660931065647,13.31155302080919,1,3656.79,2,24.0,2946.44,15.33,960.02,1
B_002894,62,Urban,Gig Worker,Thin File,,,,54.4910520626449,1.995507341534519,1,1095.11,1,27.0,1470.48,1.63,983.78,1
B_002895,36,Suburban,Gig Worker,Thin File,,,,84.65916487376445,3.217438482860646,1,6733.22,1,13.0,8190.7,31.37,9117.71,0
B_002896,22,Urban,Salaried,Traditional,776.6534974152266,91.25829532267566,2.0,69.27765258927305,7.22964244154848,0,293.09,0,43.0,935.11,8.42,148.86,0
B_002897,49,Urban,Gig Worker,Traditional,633.6383127040262,80.72446171033013,1.0,88.49345049693783,1.634869644723043,0,346.73,0,25.0,11246.97,30.39,475.95,0
B_002898,61,Urban,Salaried,Traditional,793.3339872579135,55.984879873588426,1.0,85.37171015379819,0.41075218439965916,1,30267.12,0,2.0,1180.29,6.44,612.29,0
B_002899,18,Suburban,Salaried,Traditional,798.998475084905,74.172676634834,2.0,66.36037810322733,3.5456595386445984,2,7732.08,4,85.0,4432.9,9.33,462.61,0
B_002900,40,Suburban,Salaried,Thin File,,,,77.65966538182921,3.7749248622534326,0,1326.36,1,8.0,1800.92,7.18,2561.14,0
B_002901,54,Rural,Salaried,Thin File,,,,62.394594600772514,6.541723604484011,0,647.57,0,56.0,2969.68,4.63,2753.84,0
B_002902,25,Urban,Self-Employed,Traditional,640.4519904040449,82.42311513501332,3.0,76.00915852702842,,0,372.67,2,72.0,4759.1,42.16,4498.59,0
B_002903,30,Urban,Self-Employed,Traditional,655.564702892509,79.13026381938434,0.0,95.21750153732147,7.277673657617153,1,925.21,1,17.0,7433.78,33.59,10303.05,0
B_002904,25,Rural,Salaried,Thin File,,,,64.93841111460176,11.757146340300189,0,1068.88,1,90.0,2334.46,8.48,507.14,1
B_002905,40,Urban,Self-Employed,Traditional,742.2028617863352,81.73951851694497,2.0,78.47871198864016,6.562798896832859,0,252.84,0,60.0,1550.48,4.8,1106.27,1
B_002906,60,Suburban,Gig Worker,Traditional,515.9764885980182,72.6377386732657,1.0,67.56453030415378,8.279431501236541,1,1256.9,2,52.0,3945.83,36.37,1526.65,1
B_002907,18,Suburban,Salaried,Traditional,624.2324119389851,81.60498475204012,4.0,71.46282069178787,1.0608924416588803,0,3357.14,2,55.0,3772.14,5.09,423.13,0
B_002908,62,Urban,Salaried,Traditional,676.3070359144346,87.75751920873299,0.0,80.94986072530224,0.9886485841300736,0,498.98,0,21.0,3840.01,0.75,3050.69,0
B_002909,68,Suburban,Salaried,Traditional,783.9837864342352,85.14459094781657,3.0,69.27670802855094,2.4694676221682563,1,2503.91,0,17.0,1651.24,8.88,1151.71,0
B_002910,41,Urban,Salaried,Traditional,636.3804344558475,93.72981546086557,1.0,48.06816428752272,0.6715351784652684,1,15492.3,2,21.0,7727.7,6.82,1344.84,0
B_002911,52,Urban,Salaried,Traditional,714.2281336882062,93.49257170315002,1.0,69.80019718028088,,0,761.21,1,45.0,548.86,6.91,4818.76,0
B_002912,41,Urban,Salaried,Traditional,673.5212708439815,77.6432293044654,1.0,73.01418229511496,4.557949676127792,0,889.29,0,10.0,2230.66,2.8,91.08,1
B_002913,34,Rural,Salaried,Traditional,755.6095120377868,74.51630431600147,3.0,78.39576135926706,1.7753082913150344,0,270.02,0,26.0,2381.61,2.78,954.19,0
B_002914,22,Urban,Unemployed,Thin File,,,,72.83290811054673,26.589064529163856,1,2371.01,0,23.0,2093.54,44.74,1082.25,0
B_002915,37,Suburban,Self-Employed,Thin File,,,,68.2286100534187,7.655023620293778,1,799.27,0,22.0,2172.34,8.29,505.41,0
B_002916,38,Rural,Salaried,Traditional,635.9492067876328,77.43943791366985,0.0,53.44387875379783,7.196357354861261,0,240.16,0,34.0,2283.18,7.2,1905.48,0
B_002917,57,Suburban,Salaried,Traditional,598.8780084673331,74.46055418399725,3.0,51.473321284467154,5.150045867220436,1,243.68,1,180.0,1814.6,9.95,158.8,0
B_002918,48,Suburban,Salaried,Thin File,,,,77.8662302088007,1.3013264238950235,1,454.93,2,108.0,1206.02,6.34,637.85,0
B_002919,63,Urban,Salaried,Thin File,,,,61.2226435960112,1.1211298070801783,0,18615.18,0,85.0,2318.26,6.59,3250.26,1
B_002920,53,Urban,Salaried,Traditional,682.4259097479977,78.44694212025551,3.0,62.91670568576987,0.8871306226814378,0,3730.61,0,6.0,2983.35,4.02,750.24,0
B_002921,28,Urban,Salaried,Thin File,,,,87.23623952241405,7.658727714977635,0,453.05,1,32.0,1467.47,5.44,1301.08,0
B_002922,69,Suburban,Salaried,Traditional,779.3526024523779,72.429655345581,1.0,87.05146836757231,2.2116931043374612,1,743.09,2,27.0,2305.78,3.97,783.75,0
B_002923,32,Rural,Salaried,Traditional,742.9256514711999,79.36134018871608,1.0,79.73766468690779,,0,1887.37,1,74.0,10412.77,1.46,1387.27,0
B_002924,36,Rural,Salaried,Thin File,,,,52.51067326012597,11.688425350922298,3,232.66,3,44.0,1787.02,5.23,144.66,1
B_002925,24,Rural,Gig Worker,Thin File,,,,76.18609477837617,8.59708652914265,0,216415.89,1,73.0,3582.52,37.33,1210.38,1
B_002926,68,Rural,Salaried,Traditional,816.5904883803559,71.65270625002502,2.0,49.5248493160089,0.1281746535599692,1,1909.26,0,6.0,9106.41,4.12,1541.46,0
B_002927,45,Urban,Salaried,Thin File,,,,81.52785567363563,1.6560966777187818,0,8675.94,0,59.0,1990.97,4.21,942.58,0
B_002928,68,Suburban,Salaried,Traditional,643.799772184716,70.31625732344061,3.0,78.07801402863625,,0,122.41,5,94.0,3530.77,9.9,2078.48,0
B_002929,60,Rural,Unemployed,Traditional,731.6195856257693,73.70597603785878,4.0,73.20854302296354,,0,2748.93,1,27.0,3752.02,1.14,268.05,1
B_002930,22,Urban,Gig Worker,Thin File,,,,76.86620602171799,3.1376922100497824,0,1896.44,0,43.0,1823.72,19.47,1928.0,0
B_002931,22,Rural,Salaried,Traditional,664.8270779900644,67.84472893100062,2.0,64.35954695509012,3.9274412747152425,0,478.55,1,74.0,689.38,0.51,1947.27,0
B_002932,47,Urban,Gig Worker,Thin File,,,,72.90937733051528,3.6711432145807343,0,1225.16,2,16.0,6627.46,19.77,1831.47,0
B_002933,49,Suburban,Salaried,Traditional,609.997806272206,69.54877439936651,1.0,83.99367169971843,3.3769232352749654,0,1331.26,1,16.0,3889.98,8.13,2606.27,0
B_002934,25,Suburban,Unemployed,Traditional,690.1292889708163,92.15323782376903,1.0,30.617456306676708,,0,2112.67,2,45.0,4811.66,20.78,871.71,0
B_002935,27,Rural,Salaried,Thin File,,,,77.57862023124358,0.034785435368830796,0,1023.42,2,43.0,1229.7,2.23,1834.41,0
B_002936,55,Urban,Salaried,Traditional,619.9772037425078,79.01218889589329,2.0,72.72790796919823,0.20033841734573526,0,3265.73,1,19.0,1751.99,4.97,1068.84,0
B_002937,64,Suburban,Self-Employed,Traditional,741.1112443310784,78.28025415027096,3.0,49.40875618732538,,0,368.39,1,9.0,9695.9,7.1,626.6,0
B_002938,49,Suburban,Salaried,Traditional,645.313854651046,89.50384981542796,1.0,43.29727237739325,7.57490738127077,0,5691.67,0,21.0,3422.73,5.11,440.9,0
B_002939,65,Urban,Self-Employed,Traditional,753.3799137642455,91.04630289940927,1.0,57.53711903794865,6.6936755139259105,0,82.68,1,11.0,8776.94,1.61,652.06,0
B_002940,45,Suburban,Salaried,Traditional,667.7194298680712,70.52832443745281,6.0,78.69543247938309,1.5832760414582308,1,2823.66,1,30.0,9167.82,6.98,287.86,0
B_002941,34,Suburban,Self-Employed,Traditional,570.4927925703348,90.66114679367847,1.0,56.00124521035219,0.5046193736449971,1,265.54,0,24.0,1081.88,44.33,2956.71,0
B_002942,48,Suburban,Salaried,Traditional,773.4692220569041,84.90561409583864,1.0,72.18199396504055,1.4505196518212549,0,8006.81,2,17.0,1814.94,7.29,316.55,0
B_002943,25,Urban,Salaried,Traditional,574.7739131958489,59.050616157554245,2.0,82.3792471787942,12.670453674702589,0,794.86,1,109.0,2398.47,5.81,53.43,0
B_002944,57,Urban,Gig Worker,Thin File,,,,66.30639142631874,1.9100898837751616,0,2983.23,1,17.0,704.86,15.63,9339.5,1
B_002945,42,Suburban,Gig Worker,Traditional,664.0240734449485,96.10033230278887,2.0,57.72053464240019,4.414721191838311,2,2338.67,0,19.0,5761.74,36.41,5265.15,1
B_002946,26,Urban,Unemployed,Traditional,760.4662896527366,84.36838955224249,2.0,56.19336068017613,3.913429397850916,0,809.51,1,63.0,922.29,48.38,4070.54,0
B_002947,19,Urban,Self-Employed,Traditional,637.8812141847806,87.38942945956227,3.0,61.88893709925033,0.2222995616827339,3,29.27,2,48.0,2738.4,30.46,703.95,0
B_002948,32,Rural,Self-Employed,Traditional,605.8626270023933,73.63025727942332,3.0,78.29354466222769,7.691241192831905,0,2051.81,0,94.0,396.58,6.86,191.75,0
B_002949,67,Suburban,Salaried,Traditional,693.0138457248316,82.8849184506695,1.0,80.95275127761956,2.250782773166927,1,501.91,2,26.0,4160.39,4.61,5127.39,1
B_002950,20,Suburban,Salaried,Traditional,662.8827421418705,95.69397305569807,1.0,79.60231020657952,0.23902021012442184,2,488.13,1,118.0,7411.39,8.61,1013.09,0
B_002951,66,Urban,Salaried,Traditional,642.6087520768671,99.79177728590624,1.0,77.68629017673982,1.1852587892964752,0,844.17,0,2.0,3525.91,9.6,910.69,0
B_002952,53,Urban,Salaried,Thin File,,,,80.14337493691868,2.8606388149792377,1,3964.08,0,9.0,2061.45,3.0,755.26,0
B_002953,21,Urban,Gig Worker,Traditional,583.7123027685494,66.72111176294293,0.0,82.68472873196072,,0,1071.33,0,3.0,5271.61,44.4,1490.19,1
B_002954,31,Urban,Salaried,Traditional,542.2527567227455,91.77317835382792,2.0,53.76279025045274,2.1948897745598197,0,2200.25,2,5.0,4336.36,3.88,145.82,0
B_002955,58,Suburban,Gig Worker,Traditional,850.0,80.44264542348472,3.0,83.7019947714926,4.832205171621334,0,4788.4,2,105.0,1843.99,43.26,102.95,0
B_002956,58,Suburban,Salaried,Traditional,688.3348874689262,87.84419758990313,4.0,80.4366980879044,3.6850149573429025,0,2225.58,2,39.0,9323.51,3.79,1886.82,0
B_002957,42,Urban,Self-Employed,Traditional,693.9344705569816,62.89099721007363,4.0,62.493044254555784,2.1907096285350893,1,11404.09,0,4.0,2617.72,24.02,2148.11,0
B_002958,67,Urban,Salaried,Traditional,617.4408495458338,82.64569115893929,3.0,92.7574562966219,0.5860659858775187,0,7022.29,0,27.0,6055.81,0.78,8159.6,0
B_002959,27,Urban,Salaried,Traditional,751.8159074795209,66.20253773449384,2.0,81.06184236795237,10.340047931619695,0,167.94,1,113.0,4511.49,4.21,906.33,0
B_002960,38,Urban,Unemployed,Thin File,,,,68.31836587144149,11.717221506284014,1,169.2,1,33.0,3463.91,2.78,1214.62,1
B_002961,53,Urban,Salaried,Traditional,457.10818497755724,75.14357517799787,1.0,74.91564753718525,1.0345105795207172,0,655.84,0,31.0,2720.86,5.54,1143.28,1
B_002962,29,Rural,Salaried,Traditional,634.6373327593095,70.76421090889131,3.0,81.58266753558766,0.3921148260771169,1,7524.02,3,18.0,3366.53,4.99,759.12,1
B_002963,44,Suburban,Salaried,Traditional,657.486953766044,55.50249217345521,2.0,58.9955887939996,20.75135650465689,0,2742.33,1,45.0,1262.46,5.92,561.53,0
B_002964,57,Suburban,Salaried,Thin File,,,,55.96460075015217,3.5346229768990223,0,7430.18,0,52.0,7079.47,7.65,78.46,0
B_002965,19,Urban,Salaried,Thin File,,,,57.620660297309215,1.6030061278592278,3,522.74,0,1.0,7894.1,3.69,1573.84,0
B_002966,30,Rural,Self-Employed,Traditional,628.4068306418978,84.07158054161712,4.0,76.96469416839791,0.4805120508879793,0,475.01,0,28.0,7703.42,3.64,459.21,0
B_002967,49,Suburban,Salaried,Traditional,620.6783152237306,94.80690431226041,6.0,85.89588718876452,4.916448333427012,2,146.74,1,178.0,4525.09,3.32,10893.75,0
B_002968,48,Suburban,Salaried,Traditional,656.1617066566375,85.71769526047653,3.0,78.6192884706331,5.4828543125626386,1,2869.32,1,21.0,1758.67,8.41,3628.02,0
B_002969,33,Urban,Salaried,Traditional,548.3619130371268,76.50853358932271,2.0,57.40751484031372,9.975256976241571,0,12107.87,0,3.0,1626.78,5.9,541.57,0
B_002970,49,Rural,Gig Worker,Thin File,,,,67.86498897912729,0.8099090402025789,0,948.56,3,139.0,1328.44,12.84,3117.19,0
B_002971,49,Rural,Gig Worker,Thin File,,,,74.81894266884193,,1,391.51,1,20.0,470.82,46.46,507.18,1
B_002972,51,Rural,Salaried,Thin File,,,,68.90282674275994,8.021232585668535,0,9030.2,1,11.0,1983.22,1.71,489.79,0
B_002973,28,Urban,Salaried,Traditional,750.3520464043198,71.35758744714454,1.0,87.30847194739468,14.103631402699836,0,8447.03,0,13.0,10631.85,3.41,666.0,0
B_002974,27,Urban,Salaried,Traditional,659.5547751703383,82.55766686249986,2.0,62.73280055855185,,1,4814.25,1,12.0,6405.26,0.07,1552.94,1
B_002975,32,Urban,Gig Worker,Traditional,584.5098229513977,94.22843896626378,2.0,48.436179894415645,,0,135.25,1,55.0,2628.04,0.41,13808.25,0
B_002976,34,Urban,Self-Employed,Traditional,524.8282547841627,87.38446781019226,0.0,53.52250592751982,,2,1484.15,1,5.0,7007.04,24.31,985.74,0
B_002977,57,Rural,Gig Worker,Thin File,,,,80.43769402921998,,0,2358.14,0,8.0,2339.53,17.36,948.35,0
B_002978,35,Urban,Salaried,Traditional,713.8015795246015,89.01401523357234,3.0,73.41091274465822,8.728859925708374,0,295.81,4,43.0,3753.08,8.91,1565.09,0
B_002979,26,Urban,Salaried,Traditional,795.3159122727138,92.65404535492013,1.0,68.26401972515241,6.8349062688623,0,750.85,1,69.0,2586.57,9.84,4813.4,0
B_002980,42,Urban,Salaried,Traditional,684.3268330217211,82.3091661848312,1.0,63.32075212851229,4.97235875949954,0,4348.61,1,8.0,4148.38,4.52,6765.62,0
B_002981,57,Urban,Salaried,Traditional,582.912808773111,89.82448445152633,1.0,82.32170616256785,21.576719161483368,0,3769.91,0,90.0,5171.56,1.87,1568.26,0
B_002982,31,Urban,Salaried,Thin File,,,,75.66941502966725,4.712719666051763,0,1005.18,4,11.0,524.15,5.49,265.31,1
B_002983,42,Suburban,Salaried,Thin File,,,,60.77540953832222,4.632000636649105,0,161.08,1,30.0,3674.9,4.68,277.62,1
B_002984,67,Suburban,Self-Employed,Traditional,647.5209118748152,90.71826748837539,2.0,73.89081557134236,4.831554985021661,0,365.89,3,20.0,1480.36,49.57,296.74,0
B_002985,39,Urban,Salaried,Thin File,,,,80.56870534752728,3.935447795628861,1,131.48,1,65.0,2879.39,7.54,729.93,0
B_002986,69,Urban,Gig Worker,Thin File,,,,81.18934679876521,15.59636023540027,1,1582.55,0,60.0,1168.18,25.36,431.81,0
B_002987,47,Urban,Salaried,Traditional,666.2195284180091,93.63502744755495,2.0,68.91822161442992,11.432765334860814,1,4845.66,0,91.0,11947.97,6.16,15215.01,0
B_002988,37,Urban,Gig Worker,Traditional,694.6456088090878,82.19025501726901,2.0,74.90443048301294,6.296014676367853,2,1210.73,1,22.0,12849.77,12.83,3597.19,0
B_002989,38,Suburban,Unemployed,Thin File,,,,64.23368080508608,8.833722751915277,0,1266.96,1,26.0,4454.52,30.95,8591.25,1
B_002990,61,Suburban,Gig Worker,Thin File,,,,78.9458141709751,2.5646224417861467,0,322.92,0,12.0,3284.57,27.97,1375.64,0
B_002991,49,Suburban,Gig Worker,Thin File,,,,73.72261489833068,17.638109133864088,0,265.71,0,61.0,11572.34,18.13,910.55,0
B_002992,68,Suburban,Gig Worker,Thin File,,,,75.4971100843649,5.732844915569505,0,1670.0,0,41.0,6165.85,37.88,718.04,1
B_002993,63,Urban,Salaried,Traditional,533.1327745868358,69.3033780978085,3.0,71.01849572457667,,2,8929.07,1,43.0,2258.03,8.16,1086.15,1
B_002994,66,Rural,Salaried,Traditional,823.7124684127717,91.29109305537885,2.0,81.6032824373598,3.3815497851627327,0,5297.68,0,3.0,4739.42,4.97,1060.78,0
B_002995,38,Rural,Self-Employed,Thin File,,,,72.20592861340451,0.04844482631160733,0,383.67,0,67.0,1232.59,23.02,1524.14,1
B_002996,52,Rural,Self-Employed,Traditional,589.9268074329566,42.645741336376375,2.0,72.35622949256914,,0,2434.66,0,64.0,2048.16,28.12,1698.15,0
B_002997,49,Urban,Unemployed,Traditional,734.6162904871449,78.11012838732614,1.0,47.247023817364024,6.090497698627849,0,5785.11,1,40.0,3948.94,29.72,4121.52,0
B_002998,47,Rural,Salaried,Traditional,741.8442644836782,84.03119086129537,1.0,95.07496330477142,3.61570761573763,0,25171.05,1,2.0,3427.04,5.04,5403.0,0
B_002999,56,Rural,Salaried,Traditional,573.3851483881804,51.27785751099576,1.0,81.0602095344305,8.095038592467494,0,348.59,2,62.0,1519.51,4.69,779.51,0
B_003000,66,Rural,Self-Employed,Traditional,637.3723698824341,98.4947835385078,4.0,68.98738408727611,1.8589010018202947,2,6444.35,1,52.0,1325.31,26.54,73.47,0
B_003001,29,Urban,Unemployed,Thin File,,,,34.13386218509375,13.348200799004541,0,41455.96,2,4.0,2337.92,43.53,123.5,1
B_003002,58,Suburban,Salaried,Traditional,614.6475402903607,96.34183270769817,2.0,68.5514750080967,,1,517.97,0,28.0,1505.59,9.69,2899.7,1
B_003003,64,Rural,Salaried,Traditional,702.5730990891066,45.866682407252654,0.0,90.08304143353259,10.182746209572816,0,1725.08,0,1.0,1873.26,5.85,188.05,0
B_003004,35,Suburban,Salaried,Traditional,793.9849749093019,98.29592566670519,1.0,72.89637702892765,,0,641.2,1,48.0,1326.48,5.49,6357.81,0
B_003005,38,Suburban,Salaried,Traditional,488.60121347671054,93.92079967980371,1.0,65.75085110300137,,0,84.13,0,50.0,943.52,7.61,2014.97,0
B_003006,30,Rural,Salaried,Traditional,652.700134453699,80.7943909211982,3.0,72.01784550952843,,0,339.7,0,1.0,10336.06,7.93,305.04,0
B_003007,38,Urban,Salaried,Traditional,700.9308798853991,91.99232890115299,3.0,64.38476114327236,9.792911649487719,0,137.31,1,80.0,17888.8,4.64,581.36,0
B_003008,25,Suburban,Gig Worker,Thin File,,,,65.72965579218129,3.317437977014363,0,2632.49,1,58.0,2112.88,37.56,161.42,1
B_003009,63,Urban,Salaried,Traditional,637.6310887798026,88.92075065289158,2.0,70.6969436467222,4.047039644482338,0,4054.5,1,207.0,3924.17,2.18,664.36,0
B_003010,57,Rural,Salaried,Thin File,,,,76.75931773763783,0.06705944292988883,0,704.44,0,3.0,1920.8,3.9,294.2,1
B_003011,63,Urban,Gig Worker,Traditional,623.6547881004889,57.36742270373855,2.0,91.32621492620572,7.3999022378281385,1,399.58,1,73.0,983.76,36.44,137.85,0
B_003012,24,Suburban,Unemployed,Thin File,,,,30.47599569709716,0.5931572056295128,0,432.89,0,86.0,1284.86,40.01,2155.37,1
B_003013,40,Suburban,Unemployed,Traditional,770.4665458529809,82.81306193979289,2.0,37.745848538283916,4.742134896293001,0,2017.45,0,24.0,1517.53,30.87,137.42,0
B_003014,61,Suburban,Salaried,Thin File,,,,87.35928349774241,2.9450728994471147,0,262.63,1,13.0,3194.99,4.09,362.55,0
B_003015,49,Suburban,Unemployed,Thin File,,,,30.282530084264586,17.518496708965976,0,101010.0,0,16.0,700.51,41.77,3553.04,0
B_003016,28,Rural,Salaried,Traditional,672.1286538313582,97.06725775796089,1.0,47.646851126098866,2.075539302400006,1,355.2,2,24.0,6570.78,5.04,175.17,0
B_003017,39,Rural,Self-Employed,Traditional,762.2625976883953,65.38518855823071,2.0,60.78180726613884,6.42023855277624,0,244.18,1,9.0,1362.0,47.96,139.26,0
B_003018,39,Urban,Self-Employed,Traditional,703.5622660007383,79.54912478345197,2.0,68.06978786642489,,0,1457.28,0,60.0,4612.26,45.56,3375.58,0
B_003019,60,Urban,Salaried,Traditional,731.6489717014833,87.15647284194453,2.0,81.54516992704063,19.858081889455633,1,33234.48,1,4.0,648.77,1.36,8995.88,0
B_003020,42,Urban,Salaried,Traditional,624.5946884154332,73.30638107906367,2.0,58.492701699738184,0.9065835864567993,0,673.69,4,2.0,4636.74,3.99,750.07,1
B_003021,39,Urban,Salaried,Thin File,,,,77.36756193358958,7.622470381227442,0,740.48,3,22.0,2778.03,6.46,949.21,0
B_003022,45,Suburban,Gig Worker,Thin File,,,,68.07119627545204,2.264208988403979,1,313.28,1,7.0,4026.97,15.28,3155.94,0
B_003023,46,Rural,Salaried,Traditional,768.0742337332946,85.08380734931204,3.0,59.82435052193228,,2,8528.41,1,21.0,2731.68,4.36,2128.24,0
B_003024,30,Rural,Self-Employed,Thin File,,,,76.12042723611498,3.883426502247195,0,236.69,0,26.0,4353.35,27.54,2389.2,0
B_003025,35,Urban,Salaried,Traditional,751.0205267034811,85.25200503931165,4.0,71.4281600564232,2.4755064086388465,0,278.21,0,62.0,2799.46,7.27,9871.53,0
B_003026,19,Urban,Salaried,Thin File,,,,67.0937050097875,3.7880840865219794,1,6249.68,1,105.0,3301.26,2.73,1047.58,0
